Zone: zone_0_0
  Class: person, x: 7, y: 97, confidence: 0.37
  Class: person, x: 236, y: 59, confidence: 0.3
  Class: person, x: 249, y: 42, confidence: 0.29
  Class: person, x: 281, y: 20, confidence: 0.29
  Class: person, x: 220, y: 73, confidence: 0.28
  Class: person, x: 317, y: 100, confidence: 0.28
  Class: person, x: 316, y: 54, confidence: 0.27
  Class: person, x: 295, y: 59, confidence: 0.26
  Class: person, x: 336, y: 59, confidence: 0.26
  Class: person, x: 203, y: 77, confidence: 0.24
  Class: person, x: 316, y: 29, confidence: 0.24
  Class: person, x: 330, y: 61, confidence: 0.24
  Class: person, x: 344, y: 66, confidence: 0.24
  Class: person, x: 192, y: 65, confidence: 0.24
  Class: person, x: 20, y: 99, confidence: 0.23
  Class: person, x: 255, y: 58, confidence: 0.23
  Class: person, x: 244, y: 75, confidence: 0.23
  Class: person, x: 245, y: 71, confidence: 0.22
  Class: person, x: 213, y: 60, confidence: 0.22
  Class: person, x: 232, y: 61, confidence: 0.21
  Class: person, x: 250, y: 73, confidence: 0.21
  Class: person, x: 256, y: 39, confidence: 0.21
  Class: person, x: 322, y: 63, confidence: 0.21
  Class: person, x: 120, y: 74, confidence: 0.2
  Class: person, x: 241, y: 49, confidence: 0.19
  Class: person, x: 276, y: 61, confidence: 0.19
  Class: person, x: 176, y: 42, confidence: 0.19
  Class: person, x: 214, y: 45, confidence: 0.19
  Class: person, x: 334, y: 22, confidence: 0.19
  Class: person, x: 309, y: 52, confidence: 0.19
  Class: person, x: 252, y: 62, confidence: 0.19
  Class: person, x: 303, y: 52, confidence: 0.18
  Class: person, x: 274, y: 56, confidence: 0.18
  Class: person, x: 227, y: 57, confidence: 0.18
  Class: person, x: 121, y: 35, confidence: 0.18
  Class: person, x: 340, y: 74, confidence: 0.18
  Class: person, x: 304, y: 66, confidence: 0.18
  Class: person, x: 353, y: 52, confidence: 0.17
  Class: person, x: 333, y: 52, confidence: 0.17
  Class: person, x: 251, y: 20, confidence: 0.17
  Class: person, x: 319, y: 56, confidence: 0.17
  Class: person, x: 301, y: 54, confidence: 0.16
  Class: person, x: 82, y: 68, confidence: 0.16
  Class: person, x: 326, y: 17, confidence: 0.16
  Class: person, x: 287, y: 13, confidence: 0.16
  Class: person, x: 245, y: 59, confidence: 0.16
  Class: person, x: 293, y: 44, confidence: 0.16
  Class: person, x: 264, y: 61, confidence: 0.16
  Class: person, x: 265, y: 56, confidence: 0.15
  Class: person, x: 168, y: 48, confidence: 0.15
  Class: person, x: 348, y: 36, confidence: 0.15
  Class: person, x: 352, y: 72, confidence: 0.15
  Class: person, x: 214, y: 79, confidence: 0.15
  Class: person, x: 232, y: 63, confidence: 0.15
  Class: person, x: 164, y: 56, confidence: 0.15
  Class: person, x: 260, y: 53, confidence: 0.15
  Class: person, x: 264, y: 48, confidence: 0.14
  Class: person, x: 268, y: 71, confidence: 0.14
  Class: person, x: 358, y: 56, confidence: 0.14
  Class: person, x: 338, y: 67, confidence: 0.14
