Zone: zone_0_0
  Class: person, x: 188, y: 42, confidence: 0.43
  Class: person, x: 316, y: 40, confidence: 0.41
  Class: person, x: 178, y: 57, confidence: 0.34
  Class: person, x: 34, y: 6, confidence: 0.31
  Class: person, x: 316, y: 44, confidence: 0.3
  Class: person, x: 142, y: 44, confidence: 0.26
  Class: person, x: 309, y: 52, confidence: 0.24
  Class: person, x: 146, y: 36, confidence: 0.24
  Class: person, x: 327, y: 11, confidence: 0.24
  Class: person, x: 223, y: 20, confidence: 0.21
  Class: person, x: 132, y: 59, confidence: 0.21
  Class: person, x: 77, y: 58, confidence: 0.21
  Class: person, x: 195, y: 56, confidence: 0.2
  Class: person, x: 78, y: 45, confidence: 0.19
  Class: person, x: 42, y: 11, confidence: 0.19
  Class: person, x: 147, y: 61, confidence: 0.19
  Class: person, x: 112, y: 20, confidence: 0.19
  Class: person, x: 153, y: 25, confidence: 0.19
  Class: person, x: 95, y: 50, confidence: 0.18
  Class: person, x: 110, y: 52, confidence: 0.18
  Class: person, x: 146, y: 32, confidence: 0.17
  Class: person, x: 17, y: 27, confidence: 0.17
  Class: person, x: 291, y: 39, confidence: 0.17
  Class: person, x: 313, y: 14, confidence: 0.17
  Class: person, x: 321, y: 54, confidence: 0.16
  Class: person, x: 141, y: 14, confidence: 0.16
  Class: person, x: 124, y: 56, confidence: 0.16
  Class: person, x: 195, y: 47, confidence: 0.16
  Class: person, x: 209, y: 38, confidence: 0.15
  Class: person, x: 108, y: 59, confidence: 0.15
  Class: person, x: 203, y: 53, confidence: 0.15
  Class: person, x: 300, y: 50, confidence: 0.15
  Class: person, x: 171, y: 12, confidence: 0.15
  Class: person, x: 90, y: 57, confidence: 0.15
  Class: person, x: 186, y: 31, confidence: 0.15
  Class: person, x: 331, y: 20, confidence: 0.15
  Class: person, x: 307, y: 14, confidence: 0.15
  Class: person, x: 100, y: 65, confidence: 0.15
  Class: person, x: 217, y: 19, confidence: 0.14
  Class: person, x: 228, y: 34, confidence: 0.14
  Class: person, x: 106, y: 62, confidence: 0.14
  Class: person, x: 193, y: 30, confidence: 0.14
  Class: person, x: 204, y: 59, confidence: 0.14
  Class: person, x: 267, y: 50, confidence: 0.14
  Class: person, x: 240, y: 15, confidence: 0.13
  Class: person, x: 200, y: 40, confidence: 0.13
  Class: person, x: 291, y: 55, confidence: 0.13
  Class: person, x: 136, y: 35, confidence: 0.13
  Class: person, x: 187, y: 13, confidence: 0.13
  Class: person, x: 167, y: 42, confidence: 0.13
  Class: person, x: 298, y: 13, confidence: 0.13
  Class: person, x: 105, y: 36, confidence: 0.13
  Class: person, x: 282, y: 6, confidence: 0.13
  Class: person, x: 20, y: 17, confidence: 0.13
  Class: person, x: 233, y: 50, confidence: 0.12
  Class: person, x: 273, y: 31, confidence: 0.12
  Class: person, x: 200, y: 64, confidence: 0.12
  Class: person, x: 103, y: 56, confidence: 0.12
  Class: person, x: 253, y: 40, confidence: 0.12
  Class: person, x: 264, y: 12, confidence: 0.12
  Class: person, x: 293, y: 5, confidence: 0.12
  Class: person, x: 182, y: 17, confidence: 0.12
  Class: person, x: 255, y: 23, confidence: 0.12
  Class: person, x: 303, y: 40, confidence: 0.12
  Class: person, x: 152, y: 39, confidence: 0.12
  Class: person, x: 165, y: 38, confidence: 0.12
  Class: person, x: 30, y: 32, confidence: 0.12
