Zone: zone_0_0
  Class: person, x: 221, y: 51, confidence: 0.6
  Class: person, x: 245, y: 45, confidence: 0.51
  Class: person, x: 317, y: 29, confidence: 0.51
  Class: person, x: 84, y: 16, confidence: 0.47
  Class: person, x: 265, y: 47, confidence: 0.46
  Class: person, x: 105, y: 33, confidence: 0.43
  Class: person, x: 289, y: 11, confidence: 0.43
  Class: person, x: 213, y: 30, confidence: 0.42
  Class: person, x: 90, y: 42, confidence: 0.42
  Class: person, x: 142, y: 66, confidence: 0.4
  Class: person, x: 167, y: 50, confidence: 0.39
  Class: person, x: 255, y: 56, confidence: 0.38
  Class: person, x: 290, y: 17, confidence: 0.37
  Class: person, x: 125, y: 53, confidence: 0.37
  Class: person, x: 189, y: 35, confidence: 0.37
  Class: person, x: 318, y: 42, confidence: 0.36
  Class: person, x: 119, y: 32, confidence: 0.36
  Class: person, x: 256, y: 81, confidence: 0.36
  Class: person, x: 99, y: 15, confidence: 0.35
  Class: person, x: 300, y: 96, confidence: 0.35
  Class: person, x: 228, y: 19, confidence: 0.35
  Class: person, x: 214, y: 21, confidence: 0.34
  Class: person, x: 294, y: 34, confidence: 0.34
  Class: person, x: 204, y: 93, confidence: 0.33
  Class: person, x: 52, y: 21, confidence: 0.33
  Class: person, x: 282, y: 47, confidence: 0.33
  Class: person, x: 287, y: 23, confidence: 0.32
  Class: person, x: 156, y: 58, confidence: 0.32
  Class: person, x: 179, y: 23, confidence: 0.31
  Class: person, x: 48, y: 9, confidence: 0.31
  Class: person, x: 258, y: 50, confidence: 0.31
  Class: person, x: 36, y: 19, confidence: 0.31
  Class: person, x: 98, y: 74, confidence: 0.3
  Class: person, x: 256, y: 34, confidence: 0.29
  Class: person, x: 205, y: 50, confidence: 0.29
  Class: person, x: 301, y: 4, confidence: 0.29
  Class: person, x: 144, y: 34, confidence: 0.29
  Class: person, x: 34, y: 11, confidence: 0.28
  Class: person, x: 220, y: 17, confidence: 0.28
  Class: person, x: 90, y: 37, confidence: 0.28
  Class: person, x: 133, y: 47, confidence: 0.28
  Class: person, x: 282, y: 99, confidence: 0.27
  Class: person, x: 207, y: 4, confidence: 0.27
  Class: person, x: 25, y: 64, confidence: 0.27
  Class: person, x: 232, y: 83, confidence: 0.27
  Class: person, x: 255, y: 29, confidence: 0.27
  Class: person, x: 246, y: 18, confidence: 0.27
  Class: person, x: 49, y: 14, confidence: 0.26
  Class: person, x: 249, y: 98, confidence: 0.26
  Class: person, x: 238, y: 60, confidence: 0.26
  Class: person, x: 317, y: 35, confidence: 0.26
  Class: person, x: 220, y: 80, confidence: 0.26
  Class: person, x: 42, y: 3, confidence: 0.26
  Class: person, x: 46, y: 87, confidence: 0.25
  Class: person, x: 229, y: 6, confidence: 0.25
  Class: person, x: 317, y: 49, confidence: 0.25
  Class: person, x: 206, y: 30, confidence: 0.25
  Class: person, x: 339, y: 42, confidence: 0.25
  Class: person, x: 247, y: 4, confidence: 0.25
  Class: person, x: 356, y: 59, confidence: 0.24
