Zone: zone_0_0
  Class: person, x: 97, y: 80, confidence: 0.56
  Class: person, x: 123, y: 71, confidence: 0.44
  Class: person, x: 67, y: 67, confidence: 0.39
  Class: person, x: 330, y: 27, confidence: 0.35
  Class: person, x: 96, y: 97, confidence: 0.34
  Class: person, x: 314, y: 39, confidence: 0.33
  Class: person, x: 318, y: 16, confidence: 0.33
  Class: person, x: 240, y: 41, confidence: 0.32
  Class: person, x: 183, y: 84, confidence: 0.3
  Class: person, x: 272, y: 64, confidence: 0.29
  Class: person, x: 140, y: 97, confidence: 0.29
  Class: person, x: 268, y: 96, confidence: 0.27
  Class: person, x: 324, y: 46, confidence: 0.25
  Class: person, x: 293, y: 53, confidence: 0.23
  Class: person, x: 286, y: 6, confidence: 0.23
  Class: person, x: 286, y: 85, confidence: 0.23
  Class: person, x: 282, y: 12, confidence: 0.23
  Class: person, x: 124, y: 50, confidence: 0.22
  Class: person, x: 26, y: 13, confidence: 0.22
  Class: person, x: 235, y: 62, confidence: 0.22
  Class: person, x: 238, y: 9, confidence: 0.21
  Class: person, x: 191, y: 65, confidence: 0.2
  Class: person, x: 61, y: 51, confidence: 0.2
  Class: person, x: 102, y: 52, confidence: 0.19
  Class: person, x: 252, y: 93, confidence: 0.19
  Class: person, x: 35, y: 47, confidence: 0.19
  Class: person, x: 16, y: 95, confidence: 0.19
  Class: person, x: 58, y: 98, confidence: 0.19
  Class: person, x: 123, y: 62, confidence: 0.18
  Class: person, x: 264, y: 83, confidence: 0.18
  Class: person, x: 310, y: 71, confidence: 0.18
  Class: person, x: 173, y: 51, confidence: 0.18
  Class: person, x: 25, y: 24, confidence: 0.17
  Class: person, x: 285, y: 99, confidence: 0.17
  Class: person, x: 53, y: 61, confidence: 0.17
  Class: person, x: 327, y: 34, confidence: 0.15
  Class: person, x: 75, y: 24, confidence: 0.15
  Class: person, x: 282, y: 43, confidence: 0.14
  Class: person, x: 115, y: 43, confidence: 0.14
  Class: person, x: 80, y: 2, confidence: 0.14
  Class: person, x: 273, y: 71, confidence: 0.14
  Class: person, x: 305, y: 54, confidence: 0.14
