Zone: zone_0_0
  Class: person, x: 288, y: 60, confidence: 0.46
  Class: person, x: 293, y: 44, confidence: 0.43
  Class: person, x: 307, y: 62, confidence: 0.4
  Class: person, x: 265, y: 66, confidence: 0.4
  Class: person, x: 264, y: 24, confidence: 0.39
  Class: person, x: 78, y: 35, confidence: 0.38
  Class: person, x: 290, y: 29, confidence: 0.38
  Class: person, x: 93, y: 31, confidence: 0.38
  Class: person, x: 244, y: 47, confidence: 0.37
  Class: person, x: 133, y: 33, confidence: 0.37
  Class: person, x: 238, y: 75, confidence: 0.37
  Class: person, x: 237, y: 69, confidence: 0.36
  Class: person, x: 223, y: 67, confidence: 0.36
  Class: person, x: 145, y: 81, confidence: 0.35
  Class: person, x: 39, y: 48, confidence: 0.34
  Class: person, x: 264, y: 49, confidence: 0.33
  Class: person, x: 247, y: 66, confidence: 0.33
  Class: person, x: 135, y: 48, confidence: 0.33
  Class: person, x: 207, y: 61, confidence: 0.31
  Class: person, x: 251, y: 97, confidence: 0.31
  Class: person, x: 291, y: 93, confidence: 0.31
  Class: person, x: 264, y: 37, confidence: 0.31
  Class: person, x: 63, y: 37, confidence: 0.3
  Class: person, x: 119, y: 61, confidence: 0.3
  Class: person, x: 146, y: 68, confidence: 0.3
  Class: person, x: 249, y: 38, confidence: 0.3
  Class: person, x: 31, y: 96, confidence: 0.3
  Class: person, x: 161, y: 63, confidence: 0.29
  Class: person, x: 307, y: 74, confidence: 0.29
  Class: person, x: 16, y: 15, confidence: 0.29
  Class: person, x: 74, y: 90, confidence: 0.29
  Class: person, x: 102, y: 26, confidence: 0.28
  Class: person, x: 260, y: 93, confidence: 0.28
  Class: person, x: 110, y: 99, confidence: 0.28
  Class: person, x: 211, y: 56, confidence: 0.27
  Class: person, x: 273, y: 78, confidence: 0.27
  Class: person, x: 30, y: 23, confidence: 0.26
  Class: person, x: 287, y: 65, confidence: 0.24
  Class: person, x: 41, y: 55, confidence: 0.22
  Class: person, x: 38, y: 62, confidence: 0.22
  Class: person, x: 148, y: 33, confidence: 0.22
  Class: person, x: 31, y: 69, confidence: 0.22
  Class: person, x: 208, y: 29, confidence: 0.22
  Class: person, x: 250, y: 58, confidence: 0.22
  Class: person, x: 3, y: 61, confidence: 0.22
  Class: person, x: 18, y: 10, confidence: 0.22
  Class: person, x: 3, y: 32, confidence: 0.21
  Class: person, x: 197, y: 15, confidence: 0.21
  Class: person, x: 1, y: 53, confidence: 0.21
  Class: person, x: 282, y: 36, confidence: 0.21
  Class: person, x: 317, y: 27, confidence: 0.21
  Class: person, x: 280, y: 23, confidence: 0.21
  Class: person, x: 269, y: 95, confidence: 0.21
  Class: person, x: 173, y: 69, confidence: 0.2
  Class: person, x: 270, y: 10, confidence: 0.2
  Class: person, x: 105, y: 67, confidence: 0.2
  Class: person, x: 243, y: 53, confidence: 0.2
  Class: person, x: 207, y: 19, confidence: 0.2
  Class: person, x: 307, y: 30, confidence: 0.2
  Class: person, x: 276, y: 55, confidence: 0.2
  Class: person, x: 358, y: 63, confidence: 0.2
  Class: person, x: 325, y: 93, confidence: 0.2
  Class: person, x: 47, y: 31, confidence: 0.19
  Class: person, x: 19, y: 27, confidence: 0.19
  Class: person, x: 181, y: 64, confidence: 0.19
  Class: person, x: 201, y: 66, confidence: 0.19
  Class: person, x: 273, y: 49, confidence: 0.19
  Class: person, x: 47, y: 23, confidence: 0.19
  Class: person, x: 245, y: 24, confidence: 0.19
  Class: person, x: 116, y: 53, confidence: 0.19
  Class: person, x: 144, y: 100, confidence: 0.19
  Class: person, x: 194, y: 81, confidence: 0.18
  Class: person, x: 289, y: 80, confidence: 0.18
  Class: person, x: 316, y: 41, confidence: 0.18
  Class: person, x: 177, y: 5, confidence: 0.18
  Class: person, x: 98, y: 22, confidence: 0.17
  Class: person, x: 96, y: 37, confidence: 0.17
  Class: person, x: 123, y: 100, confidence: 0.17
  Class: person, x: 80, y: 71, confidence: 0.17
  Class: person, x: 338, y: 44, confidence: 0.17
  Class: person, x: 75, y: 78, confidence: 0.17
  Class: person, x: 339, y: 80, confidence: 0.17
  Class: person, x: 328, y: 100, confidence: 0.17
  Class: person, x: 63, y: 47, confidence: 0.17
  Class: person, x: 267, y: 100, confidence: 0.17
  Class: person, x: 315, y: 48, confidence: 0.16
  Class: person, x: 84, y: 22, confidence: 0.16
  Class: person, x: 292, y: 69, confidence: 0.16
  Class: person, x: 297, y: 6, confidence: 0.16
  Class: person, x: 330, y: 58, confidence: 0.16
  Class: person, x: 316, y: 53, confidence: 0.16
  Class: person, x: 93, y: 99, confidence: 0.16
  Class: person, x: 294, y: 63, confidence: 0.16
  Class: person, x: 118, y: 91, confidence: 0.16
  Class: person, x: 115, y: 81, confidence: 0.16
  Class: person, x: 344, y: 70, confidence: 0.16
  Class: person, x: 130, y: 83, confidence: 0.15
  Class: person, x: 132, y: 55, confidence: 0.15
  Class: person, x: 13, y: 58, confidence: 0.15
  Class: person, x: 64, y: 73, confidence: 0.15
  Class: person, x: 105, y: 54, confidence: 0.15
  Class: person, x: 218, y: 51, confidence: 0.15
  Class: person, x: 222, y: 34, confidence: 0.15
  Class: person, x: 274, y: 75, confidence: 0.15
  Class: person, x: 92, y: 90, confidence: 0.15
  Class: person, x: 3, y: 24, confidence: 0.14
  Class: person, x: 124, y: 75, confidence: 0.14
  Class: person, x: 17, y: 34, confidence: 0.14
  Class: person, x: 7, y: 50, confidence: 0.14
  Class: person, x: 312, y: 7, confidence: 0.14
  Class: person, x: 219, y: 21, confidence: 0.14
